username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Jimin__nALGON;2018-09-21 08:11;0;0;"TE AMO MUCHO YOONGI,SOS ARTE DEFINITIVAMENTE,GRACIAS POR TANTOO";Bangtan boys,NCT;;;"1043155780885721088";https://twitter.com/Jimin__nALGON/status/1043155780885721088
Yo1J3TPwsCKd05K;2018-09-21 08:11;0;1;"こちらこそ、勝手にRTすみませんでした！共感したもので……(笑) フォロバもありがとうございますよろしくお願いします〜！！";日本 徳島;;;"1043155780835241985";https://twitter.com/Yo1J3TPwsCKd05K/status/1043155780835241985
BabyHoneyHazza;2018-09-21 08:11;0;0;"11:11 I get to meet Harry and my Mutuals";" yes daddy, I will ";;;"1043155780592119809";https://twitter.com/BabyHoneyHazza/status/1043155780592119809
SondosAlqutaty;2018-09-21 08:11;0;1;"All she wants for you is to be happy , can you ?";Gaza;;;"1043155780168503302";https://twitter.com/SondosAlqutaty/status/1043155780168503302
SAMOR_SK20;2018-09-21 08:11;0;0;"# ساعه_استجابه يارب قلبي وما بقلبي";جدة, المملكة العربية السعودية;;#;"1043155780151721985";https://twitter.com/SAMOR_SK20/status/1043155780151721985
kiNesis_n;2018-09-21 08:11;0;0;"@ ill_sick0529 나눔해주신 프듀2 영상 무사히 받았습니다! 좋은 나눔해주셔서 감사해요 (메일 이름은 혹시 몰라서 가렸습니다) pic.twitter.com/pwAk5OOsKU";;@;;"1043155780134821889";https://twitter.com/kiNesis_n/status/1043155780134821889
uaremyhealing;2018-09-21 08:11;0;0;"pepiiii https://twitter.com/got7official/status/1043152904440307712 …";Chile;;;"1043155779996606465";https://twitter.com/uaremyhealing/status/1043155779996606465
matagomu0828;2018-09-21 08:11;0;0;"はい 生かしてくれてありがとージョンと叫びました";横浜;;;"1043155779870543872";https://twitter.com/matagomu0828/status/1043155779870543872
bvkaz;2018-09-21 08:11;0;1;"Here’s what I want to tell you - the average life expectancy in the US is 78.7 years old. # McConnell # ByeFeliciahttps://twitter.com/cnnpolitics/status/1043146682949496833 …";New Jersey, USA;;# #;"1043155779673645058";https://twitter.com/bvkaz/status/1043155779673645058
pppareaw;2018-09-21 08:11;0;0;"ขอบคุณค่า # llพรวรีวิวpic.twitter.com/UuAz1LdWxA";;;#;"1043155779606310913";https://twitter.com/pppareaw/status/1043155779606310913
m_miyumark;2018-09-21 08:11;0;0;"最近好き度が増してるジニョンちゃんおめでとう ¨̮♡⃛happybirthday♡⃛¨̮ # MyYouthJinyoungDaypic.twitter.com/vdybOadF1p";;;#;"1043155779161808896";https://twitter.com/m_miyumark/status/1043155779161808896
riiinaaaaa0626;2018-09-21 08:11;0;0;"可愛いー！迷っててやっと買った\(◡̈)/\(◡̈)/ pic.twitter.com/a9fsXanWYN";Kanagawa-ken, Japan;;;"1043155779144929280";https://twitter.com/riiinaaaaa0626/status/1043155779144929280
